DISEASE,MMWR_YEAR,MMWR_WEEK,CURRENT_WEEK,YTD_CASES,AVERAGE_5Y
"Rabies, human",2014,48,NA,1,NA
Rubella,2014,48,NA,8,0
"Rubella, congenital syndrome",2014,48,NA,NA,0
SARS-CoV,2014,48,NA,NA,NA
Smallpox,2014,48,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,48,1,176,3
"Syphilis, congenital (age <1 yr)",2014,48,NA,263,7
Tetanus,2014,48,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,48,1,42,1
Trichinellosis,2014,48,NA,11,0
Tularemia,2014,48,NA,146,1
Typhoid fever,2014,48,1,276,5
Vancomycin-intermediate Staphylococcus aureus,2014,48,1,176,2
Vancomycin-resistant Staphylococcus aureus,2014,48,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,48,4,NA,11
Viral hemorrhagic fever,2014,48,NA,6,NA
Yellow fever,2014,48,NA,NA,NA
Anthrax,2014,49,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,49,NA,78,NA
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,49,NA,8,NA
"Arboviral diseases, Powassan virus disease,",2014,49,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,49,NA,7,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,49,NA,NA,NA
"Botulism, total",2014,49,NA,149,3
"Botulism, foodborne",2014,49,NA,13,0
"Botulism, infant",2014,49,NA,101,2
"Botulism, other (wound and unspecified)",2014,49,NA,35,0
Brucellosis,2014,49,NA,81,2
Chancroid,2014,49,NA,17,0
Cholera,2014,49,NA,NA,0
Cyclosporiasis,2014,49,NA,361,1
Diphtheria,2014,49,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,49,NA,23,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,49,NA,147,4
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,49,2,212,5
Hansen disease,2014,49,1,49,1
Hantavirus pulmonary syndrome,2014,49,NA,23,0
"Hemolytic uremic syndrome, postdiarrheal",2014,49,6,177,4
"Hepatitis B, virus infection perinatal",2014,49,NA,31,1
"Influenza-associated pediatric mortality,",2014,49,2,110,3
Leptospirosis,2014,49,NA,20,0
Listeriosis,2014,49,9,609,13
Measles,2014,49,NA,612,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,49,NA,88,4
"Meningococcal disease, invasive, serogroup B",2014,49,NA,54,2
"Meningococcal disease, invasive, other serogroup",2014,49,NA,21,0
"Meningococcal disease, invasive, unknown serogroup",2014,49,2,203,7
Novel influenza A virus infections***,2014,49,NA,3,184
Plague,2014,49,NA,5,NA
"Poliomyelitis, paralytic",2014,49,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,49,NA,NA,NA
Psittacosis,2014,49,NA,6,0
"Q fever, total",2014,49,1,134,2
"Q fever, acute",2014,49,NA,109,1
"Q fever, chronic",2014,49,1,25,0
"Rabies, human",2014,49,NA,1,0
Rubella,2014,49,NA,8,0
"Rubella, congenital syndrome",2014,49,NA,NA,0
SARS-CoV,2014,49,NA,NA,NA
Smallpox,2014,49,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,49,NA,176,3
"Syphilis, congenital (age <1 yr)",2014,49,NA,269,7
Tetanus,2014,49,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,49,NA,45,1
Trichinellosis,2014,49,NA,11,0
Tularemia,2014,49,NA,146,1
Typhoid fever,2014,49,2,281,5
Vancomycin-intermediate Staphylococcus aureus,2014,49,3,180,2
Vancomycin-resistant Staphylococcus aureus,2014,49,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,49,3,NA,10
Viral hemorrhagic fever,2014,49,NA,6,NA
Yellow fever,2014,49,NA,NA,NA
Anthrax,2014,50,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,50,NA,79,NA
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,50,NA,8,NA
"Arboviral diseases, Powassan virus disease,",2014,50,NA,8,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,50,NA,8,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,50,NA,NA,NA
"Botulism, total",2014,50,NA,149,4
"Botulism, foodborne",2014,50,NA,13,1
"Botulism, infant",2014,50,NA,101,3
"Botulism, other (wound and unspecified)",2014,50,NA,35,1
Brucellosis,2014,50,NA,82,3
Chancroid,2014,50,NA,17,0
Cholera,2014,50,NA,NA,1
Cyclosporiasis,2014,50,1,363,2
Diphtheria,2014,50,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,50,NA,25,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,50,NA,151,5
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,50,NA,215,6
Hansen disease,2014,50,NA,51,2
Hantavirus pulmonary syndrome,2014,50,NA,23,0
"Hemolytic uremic syndrome, postdiarrheal",2014,50,2,185,6
"Hepatitis B, virus infection perinatal",2014,50,NA,32,2
"Influenza-associated pediatric mortality,",2014,50,4,114,3
Leptospirosis,2014,50,NA,20,0
Listeriosis,2014,50,8,629,16
Measles,2014,50,NA,609,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,50,1,91,6
"Meningococcal disease, invasive, serogroup B",2014,50,1,57,3
"Meningococcal disease, invasive, other serogroup",2014,50,NA,18,1
"Meningococcal disease, invasive, unknown serogroup",2014,50,2,206,8
Novel influenza A virus infections***,2014,50,NA,3,128
Plague,2014,50,NA,5,NA
"Poliomyelitis, paralytic",2014,50,NA,NA,0
"Polio virus Infection, nonparalytic",2014,50,NA,NA,NA
Psittacosis,2014,50,NA,6,0
"Q fever, total",2014,50,2,138,4
"Q fever, acute",2014,50,2,113,3
"Q fever, chronic",2014,50,NA,25,1
"Rabies, human",2014,50,NA,1,0
Rubella,2014,50,NA,8,0
"Rubella, congenital syndrome",2014,50,NA,NA,0
SARS-CoV,2014,50,NA,NA,NA
Smallpox,2014,50,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,50,NA,176,4
"Syphilis, congenital (age <1 yr)",2014,50,NA,274,7
Tetanus,2014,50,NA,21,1
Toxic-shock syndrome (staphylococcal),2014,50,NA,45,1
Trichinellosis,2014,50,NA,13,0
Tularemia,2014,50,1,147,2
Typhoid fever,2014,50,4,283,8
Vancomycin-intermediate Staphylococcus aureus,2014,50,2,182,3
Vancomycin-resistant Staphylococcus aureus,2014,50,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,50,4,NA,13
Viral hemorrhagic fever,2014,50,NA,7,NA
Yellow fever,2014,50,NA,NA,NA
Anthrax,2014,51,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,51,NA,79,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,51,NA,8,0
"Arboviral diseases, Powassan virus disease,",2014,51,NA,8,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,51,NA,8,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,51,NA,NA,NA
"Botulism, total",2014,51,2,131,4
"Botulism, foodborne",2014,51,NA,10,0
"Botulism, infant",2014,51,2,104,3
"Botulism, other (wound and unspecified)",2014,51,NA,17,0
Brucellosis,2014,51,1,80,3
Chancroid,2014,51,NA,17,0
Cholera,2014,51,NA,NA,1
Cyclosporiasis,2014,51,NA,363,3
Diphtheria,2014,51,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,51,NA,26,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,51,NA,157,5
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,51,NA,215,6
Hansen disease,2014,51,1,51,2
Hantavirus pulmonary syndrome,2014,51,1,23,0
"Hemolytic uremic syndrome, postdiarrheal",2014,51,1,209,5
"Hepatitis B, virus infection perinatal",2014,51,1,33,2
"Influenza-associated pediatric mortality,",2014,51,4,118,2
Leptospirosis,2014,51,NA,21,0
Listeriosis,2014,51,6,630,16
Measles,2014,51,5,614,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,51,NA,92,6
"Meningococcal disease, invasive, serogroup B",2014,51,NA,59,3
"Meningococcal disease, invasive, other serogroup",2014,51,1,19,1
"Meningococcal disease, invasive, unknown serogroup",2014,51,4,211,9
Novel influenza A virus infections***,2014,51,NA,3,77
Plague,2014,51,NA,5,NA
"Poliomyelitis, paralytic",2014,51,NA,NA,0
"Polio virus Infection, nonparalytic",2014,51,NA,NA,NA
Psittacosis,2014,51,1,7,0
"Q fever, total",2014,51,NA,137,4
"Q fever, acute",2014,51,NA,112,3
"Q fever, chronic",2014,51,NA,25,1
"Rabies, human",2014,51,NA,1,0
Rubella,2014,51,NA,8,0
"Rubella, congenital syndrome",2014,51,NA,NA,0
SARS-CoV,2014,51,NA,NA,NA
Smallpox,2014,51,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,51,2,182,4
"Syphilis, congenital (age <1 yr)",2014,51,NA,290,7
Tetanus,2014,51,NA,21,1
Toxic-shock syndrome (staphylococcal),2014,51,NA,49,2
Trichinellosis,2014,51,NA,13,0
Tularemia,2014,51,NA,148,1
Typhoid fever,2014,51,3,287,8
Vancomycin-intermediate Staphylococcus aureus,2014,51,1,183,3
Vancomycin-resistant Staphylococcus aureus,2014,51,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,51,NA,NA,14
Viral hemorrhagic fever,2014,51,NA,7,NA
Yellow fever,2014,51,NA,NA,NA
Anthrax,2014,52,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,52,NA,79,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,52,NA,8,0
"Arboviral diseases, Powassan virus disease,",2014,52,NA,8,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,52,NA,8,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,52,NA,NA,NA
"Botulism, total",2014,52,NA,133,3
"Botulism, foodborne",2014,52,NA,10,0
"Botulism, infant",2014,52,NA,105,3
"Botulism, other (wound and unspecified)",2014,52,NA,18,0
Brucellosis,2014,52,NA,82,2
Chancroid,2014,52,1,18,1
Cholera,2014,52,NA,NA,1
Cyclosporiasis,2014,52,NA,364,3
Diphtheria,2014,52,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,52,NA,26,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,52,NA,158,5
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,52,1,218,6
Hansen disease,2014,52,NA,51,2
Hantavirus pulmonary syndrome,2014,52,NA,24,0
"Hemolytic uremic syndrome, postdiarrheal",2014,52,NA,213,5
"Hepatitis B, virus infection perinatal",2014,52,NA,33,2
"Influenza-associated pediatric mortality,",2014,52,6,124,3
Leptospirosis,2014,52,NA,21,0
Listeriosis,2014,52,7,637,16
Measles,2014,52,NA,554,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,52,1,93,6
"Meningococcal disease, invasive, serogroup B",2014,52,NA,59,3
"Meningococcal disease, invasive, other serogroup",2014,52,NA,19,1
"Meningococcal disease, invasive, unknown serogroup",2014,52,2,215,10
Novel influenza A virus infections***,2014,52,NA,3,50
Plague,2014,52,NA,5,NA
"Poliomyelitis, paralytic",2014,52,NA,NA,0
"Polio virus Infection, nonparalytic",2014,52,NA,NA,NA
Psittacosis,2014,52,NA,7,0
"Q fever, total",2014,52,NA,139,4
"Q fever, acute",2014,52,NA,113,3
"Q fever, chronic",2014,52,NA,26,1
"Rabies, human",2014,52,NA,1,0
Rubella,2014,52,1,7,0
"Rubella, congenital syndrome",2014,52,NA,NA,0
SARS-CoV,2014,52,NA,NA,NA
Smallpox,2014,52,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,52,1,183,5
"Syphilis, congenital (age <1 yr)",2014,52,NA,298,7
Tetanus,2014,52,NA,21,1
Toxic-shock syndrome (staphylococcal),2014,52,1,51,2
Trichinellosis,2014,52,NA,13,0
Tularemia,2014,52,NA,150,1
Typhoid fever,2014,52,2,288,9
Vancomycin-intermediate Staphylococcus aureus,2014,52,1,189,3
Vancomycin-resistant Staphylococcus aureus,2014,52,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,52,1,NA,13
Viral hemorrhagic fever,2014,52,NA,7,NA
Yellow fever,2014,52,NA,NA,NA
Anthrax,2014,53,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,53,NA,80,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,53,NA,8,0
"Arboviral diseases, Powassan virus disease,",2014,53,NA,8,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,53,NA,9,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,53,NA,NA,NA
"Botulism, total",2014,53,NA,139,3
"Botulism, foodborne",2014,53,NA,11,0
"Botulism, infant",2014,53,NA,109,3
"Botulism, other (wound and unspecified)",2014,53,NA,19,0
Brucellosis,2014,53,NA,85,2
Chancroid,2014,53,NA,18,1
Cholera,2014,53,NA,NA,1
Cyclosporiasis,2014,53,3,369,3
Diphtheria,2014,53,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,53,NA,27,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,53,1,168,5
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,53,4,226,6
Hansen disease,2014,53,NA,52,2
Hantavirus pulmonary syndrome,2014,53,NA,25,0
"Hemolytic uremic syndrome, postdiarrheal",2014,53,1,218,5
"Hepatitis B, virus infection perinatal",2014,53,NA,35,2
"Influenza-associated pediatric mortality,",2014,53,5,129,3
Leptospirosis,2014,53,NA,21,0
Listeriosis,2014,53,5,653,16
Measles,2014,53,2,628,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,53,NA,96,6
"Meningococcal disease, invasive, serogroup B",2014,53,NA,62,3
"Meningococcal disease, invasive, other serogroup",2014,53,NA,19,1
"Meningococcal disease, invasive, unknown serogroup",2014,53,1,220,10
Novel influenza A virus infections***,2014,53,NA,3,50
Plague,2014,53,NA,5,NA
"Poliomyelitis, paralytic",2014,53,NA,NA,0
"Polio virus Infection, nonparalytic",2014,53,NA,NA,NA
Psittacosis,2014,53,NA,7,0
"Q fever, total",2014,53,1,136,4
"Q fever, acute",2014,53,1,110,3
"Q fever, chronic",2014,53,NA,26,1
"Rabies, human",2014,53,NA,1,0
Rubella,2014,53,NA,8,0
"Rubella, congenital syndrome",2014,53,NA,NA,0
SARS-CoV,2014,53,NA,NA,NA
Smallpox,2014,53,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,53,NA,192,5
"Syphilis, congenital (age <1 yr)",2014,53,NA,298,7
Tetanus,2014,53,NA,21,1
Toxic-shock syndrome (staphylococcal),2014,53,NA,49,2
Trichinellosis,2014,53,NA,13,0
Tularemia,2014,53,NA,149,1
Typhoid fever,2014,53,NA,291,9
Vancomycin-intermediate Staphylococcus aureus,2014,53,1,192,3
Vancomycin-resistant Staphylococcus aureus,2014,53,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,53,11,NA,13
Viral hemorrhagic fever,2014,53,NA,7,NA
Yellow fever,2014,53,NA,NA,NA
